,f_MUNICIPIO_COD,f_MUNICIPIO,ANO,MES,ANOMES,REGIAO,HOMOCIDIO_DOLOSO,LESAO_CORPORAL_MORTE,LATROCINIO,CVLI,HOMOCIDIO_POR_INTERVENCAO_POLICIAL,LETALIDADE_VIOLENTA,TENTATIVA_HOMICIDIO,ESTUPRO,HOMICIDIO_CULPOSP,LESAO_CORPORAL_DOLOSA,LESAO_CORPORAL_CULPOSA,ROUBO_TRANSEUNTE,ROUBO_CELULAR,ROUBO_EM_COLETIVO,ROUBO_EM_RUA,ROUBO_VEICULO,ROUBO_DE_CARGA,ROUBO_COMERCIO,ROUBO_RESIDENCIAL,ROUBO_BANCO,ROUBO_CAIXA_ELETRONICO,ROUBO_CONSUCAO_SAQUE,ROUBO_APOS_SAQUE,ROUBO_BICICLETA,OUTROS_ROUBOS,TOTAL_ROUBOS,FURTO_VEICULOS,FURTO_TRANSEUNTE,FURTO_EM_COLETIVO,FURTO_CELULAR,FURTO_BICILETA,OUTROS_FURTOS,TOTAL_FURTOS,SEQUESTRO,EXTORSAO,SEQUESTRO_RELAMPAGO,ESTELIONATO,APREENSAO_DROGAS,POSSE_DROGAS,TRAFICO_DROGAS,APREENSAO_DROGAS_SEM_AUTOR,RECUPERACAO_VEICULOS,APF,AAAPAI,CMP,CMBA,AMEACA,PESSOAS_DESAPARECIDAS,ENCONTRO_CADAVER,ENCONTRO_OSSADA,POLICIAL_MILITAR_MORTO_SERVICO,POLICIAL_CIVIL_MORTO_SERVICO,REGISTRO_OCORRENCIAS,FASE
7170,3305901,TRAJANO DE MORAES,2020,6,202006,INTERIOR,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,3
7171,3306008,TRÊS RIOS,2020,6,202006,INTERIOR,0,0,0,0,0,0,3,28,2,1,3,1,2,0,3,0,0,0,1,0,0,0,0,0,1,5,0,0,0,3,3,22,28,0,2,0,22,37,12,26,1,0,38,8,12,0,25,0,1,0,1,0,223,3
7172,3306107,VALENÇA,2020,6,202006,INTERIOR,1,0,0,1,0,1,2,15,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,7,29,14,13,2,0,13,4,3,0,27,0,0,0,0,0,129,3
7173,3306156,VARRE-SAI,2020,6,202006,INTERIOR,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,3
7174,3306206,VASSOURAS,2020,6,202006,INTERIOR,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,0,0,0,2,14,8,4,2,2,8,0,2,0,5,2,0,0,0,0,57,3
7175,3306305,VOLTA REDONDA,2020,6,202006,INTERIOR,10,0,1,11,0,11,16,54,4,3,11,9,4,0,13,4,0,4,1,0,0,0,0,0,12,34,12,2,0,4,0,105,123,0,1,0,120,32,3,26,3,8,49,10,14,0,63,3,0,0,0,0,657,3
7176,3300100,ANGRA DOS REIS,2020,7,202007,INTERIOR,5,0,0,5,1,6,12,49,4,0,24,6,4,0,10,4,0,0,0,0,0,0,0,0,1,15,2,1,0,2,0,31,36,0,0,0,45,17,3,12,2,2,24,1,10,0,32,3,0,0,0,0,346,3
7177,3300159,APERIBÉ,2020,7,202007,INTERIOR,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,14,3
7178,3300209,ARARUAMA,2020,7,202007,INTERIOR,2,0,0,2,0,2,0,30,3,0,26,7,4,0,11,1,1,2,1,0,0,0,0,0,3,19,11,2,0,2,1,41,57,0,1,0,43,28,6,20,3,3,21,4,14,0,39,1,0,0,0,0,352,3
7179,3300225,AREAL,2020,7,202007,INTERIOR,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,4,0,0,0,0,0,0,0,2,0,0,0,0,0,12,3
7180,3300233,ARMAÇÃO DOS BÚZIOS,2020,7,202007,INTERIOR,0,0,0,0,0,0,1,8,1,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,15,17,0,0,0,9,5,0,5,0,1,10,0,7,0,12,0,0,0,0,0,120,3
7181,3300258,ARRAIAL DO CABO,2020,7,202007,INTERIOR,1,0,0,1,0,1,1,11,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,10,14,0,0,0,10,8,2,5,1,0,10,0,1,0,13,1,0,0,0,0,92,3
7182,3300308,BARRA DO PIRAÍ,2020,7,202007,INTERIOR,1,0,0,1,1,2,1,20,2,1,12,2,1,0,3,0,0,0,0,0,0,0,0,0,0,3,2,2,0,3,0,7,14,0,0,0,7,52,28,18,6,3,17,7,6,0,28,0,0,0,0,0,180,3
7183,3300407,BARRA MANSA,2020,7,202007,INTERIOR,4,0,0,4,1,5,23,42,0,1,9,2,2,0,4,2,1,0,0,0,0,0,0,0,1,8,3,2,0,2,0,31,38,0,1,0,21,31,5,26,0,10,63,6,11,0,40,3,0,0,0,0,496,3
7184,3300456,BELFORD ROXO,2020,7,202007,BAIXADA FLUMINENSE,6,0,0,6,2,8,13,91,8,1,26,170,40,21,231,166,25,5,2,0,0,0,3,0,37,469,44,3,2,5,0,58,112,0,4,1,83,6,3,3,0,43,30,1,24,0,70,6,0,0,0,0,1073,3
7185,3300506,BOM JARDIM,2020,7,202007,INTERIOR,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,8,7,2,5,0,0,4,1,2,0,11,0,0,0,0,0,64,3
7186,3300605,BOM JESUS DO ITABAPOANA,2020,7,202007,INTERIOR,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,7,8,0,0,0,2,16,11,6,0,1,9,2,5,1,6,1,0,0,0,0,72,3
7187,3300704,CABO FRIO,2020,7,202007,INTERIOR,5,0,0,5,1,6,21,55,9,1,23,19,10,0,29,3,1,0,2,0,0,0,1,0,4,40,11,3,0,12,3,67,96,0,0,0,65,55,3,48,4,8,58,16,19,0,52,2,1,0,0,0,578,3
7188,3300803,CACHOEIRAS DE MACACU,2020,7,202007,INTERIOR,3,0,0,3,0,3,0,10,3,1,5,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,1,0,1,3,0,12,17,0,0,0,7,4,2,2,0,1,3,0,2,0,11,0,0,0,0,0,97,3
7189,3300902,CAMBUCI,2020,7,202007,INTERIOR,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,6,3,2,1,0,3,0,3,0,4,0,0,0,0,0,39,3
7190,3300936,CARAPEBUS,2020,7,202007,INTERIOR,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,4,5,0,1,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,29,3
7191,3300951,COMENDADOR LEVY GASPARIAN,2020,7,202007,INTERIOR,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,2,0,0,0,2,0,1,0,0,0,14,3
7192,3301009,CAMPOS DOS GOYTACAZES,2020,7,202007,INTERIOR,7,0,0,7,1,8,13,60,4,4,48,30,11,1,42,7,1,2,1,0,0,0,0,0,9,62,18,15,7,7,1,109,157,0,2,0,107,75,13,54,13,10,116,22,35,0,55,3,2,0,0,0,866,3
7193,3301108,CANTAGALO,2020,7,202007,INTERIOR,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,4,0,0,0,3,12,6,6,0,1,9,3,1,0,8,0,0,0,0,0,53,3
7194,3301157,CARDOSO MOREIRA,2020,7,202007,INTERIOR,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,5,2,3,0,0,4,0,0,0,5,0,0,0,0,0,19,3
7195,3301207,CARMO,2020,7,202007,INTERIOR,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,34,33,3,0,0,6,1,0,0,5,0,0,0,0,0,76,3
7196,3301306,CASIMIRO DE ABREU,2020,7,202007,INTERIOR,2,0,0,2,0,2,2,17,2,2,7,4,2,0,6,1,0,0,0,0,0,1,1,0,2,11,0,1,0,0,0,11,12,0,0,0,11,16,0,11,5,1,17,5,8,0,12,0,0,0,0,0,137,3
7197,3301405,CONCEIÇÃO DE MACABU,2020,7,202007,INTERIOR,1,0,0,1,0,1,1,4,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,4,0,0,0,2,0,1,3,0,0,0,6,6,4,1,2,0,4,0,7,0,7,0,0,0,0,0,45,3
7198,3301504,CORDEIRO,2020,7,202007,INTERIOR,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5,0,0,0,7,6,3,3,0,0,3,0,1,0,7,0,0,0,0,0,49,3
7199,3301603,DUAS BARRAS,2020,7,202007,INTERIOR,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,26,3
7200,3301702,DUQUE DE CAXIAS,2020,7,202007,BAIXADA FLUMINENSE,18,1,0,19,2,21,20,201,31,12,78,329,84,57,470,221,108,14,5,0,0,0,3,1,100,922,68,33,3,11,3,179,297,0,4,0,203,14,5,9,0,87,97,8,44,0,173,14,0,1,0,0,2420,3
7201,3301801,ENGENHEIRO PAULO DE FRONTIN,2020,7,202007,INTERIOR,0,0,0,0,0,0,0,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,10,3,0,0,3,0,2,0,3,0,0,0,0,0,47,3
7202,3301850,GUAPIMIRIM,2020,7,202007,BAIXADA FLUMINENSE,4,0,0,4,0,4,0,16,2,2,9,4,0,0,4,0,1,1,0,0,0,0,0,0,1,7,1,0,1,1,0,10,13,0,0,0,6,7,2,5,0,1,12,1,1,0,23,1,0,0,0,0,110,3
7203,3301876,IGUABA GRANDE,2020,7,202007,INTERIOR,0,0,0,0,0,0,0,11,3,0,2,1,1,0,2,1,0,0,0,0,0,0,0,0,2,5,1,0,0,1,0,14,16,0,0,0,6,1,0,0,1,1,3,1,9,0,8,0,0,0,0,0,91,3
7204,3301900,ITABORAÍ,2020,7,202007,INTERIOR,3,0,0,3,1,4,4,26,6,6,15,64,10,14,88,28,4,1,0,0,0,0,0,0,15,136,11,3,0,2,0,67,83,0,3,0,52,15,1,14,0,8,29,7,11,0,37,2,0,0,0,0,454,3
7205,3302007,ITAGUAÍ,2020,7,202007,BAIXADA FLUMINENSE,4,0,0,4,1,5,7,41,5,2,8,20,5,1,26,4,1,5,1,0,0,0,0,1,5,43,7,5,0,2,0,54,68,0,0,0,17,1,0,1,0,7,11,0,3,0,32,6,0,0,0,0,303,3
7206,3302056,ITALVA,2020,7,202007,INTERIOR,1,0,0,1,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,6,0,0,0,3,2,1,1,0,0,3,0,1,0,14,0,0,0,0,0,32,3
7207,3302106,ITAOCARA,2020,7,202007,INTERIOR,0,0,0,0,0,0,0,16,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,4,7,3,5,0,0,4,0,4,0,10,0,0,0,0,0,56,3
7208,3302205,ITAPERUNA,2020,7,202007,INTERIOR,0,0,0,0,0,0,5,20,3,2,2,2,0,0,2,0,0,1,0,0,0,0,0,0,0,3,3,1,0,1,2,13,20,0,3,0,11,123,107,15,3,1,31,2,10,2,19,0,0,0,0,0,341,3
7209,3302254,ITATIAIA,2020,7,202007,INTERIOR,0,0,0,0,0,0,0,9,3,0,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,9,10,0,0,0,5,8,6,2,0,1,8,0,7,1,16,1,0,0,0,0,105,3
7210,3302270,JAPERI,2020,7,202007,BAIXADA FLUMINENSE,2,0,0,2,1,3,5,28,1,2,5,8,3,1,12,2,1,1,1,0,0,0,0,0,5,22,3,5,0,1,0,15,24,0,0,0,4,5,0,5,0,2,13,1,2,0,9,3,0,0,0,0,167,3
7211,3302304,LAJE DO MURIAÉ,2020,7,202007,INTERIOR,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,4,2,1,1,0,1,0,1,0,2,0,0,0,0,0,17,3
7212,3302403,MACAÉ,2020,7,202007,INTERIOR,9,0,0,9,0,9,13,22,3,3,11,27,9,0,36,10,0,4,0,0,0,0,0,0,6,56,9,1,2,3,1,42,58,0,0,0,69,21,3,16,2,8,36,3,16,0,34,4,1,0,0,0,512,3
7213,3302452,MACUCO,2020,7,202007,INTERIOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,1,1,0,0,0,1,0,1,0,2,0,0,0,0,0,14,3
7214,3302502,MAGÉ,2020,7,202007,BAIXADA FLUMINENSE,8,0,0,8,2,10,6,69,3,1,32,31,15,1,47,20,1,1,0,0,0,0,0,0,8,77,13,2,0,4,1,48,68,0,2,0,46,11,3,7,1,8,23,2,8,0,65,5,0,0,0,0,531,3
7215,3302601,MANGARATIBA,2020,7,202007,INTERIOR,1,0,0,1,0,1,1,10,0,0,3,0,1,0,1,1,0,0,1,0,0,0,0,0,2,5,5,0,1,2,0,12,20,0,1,0,11,7,2,5,0,2,11,2,2,0,27,1,1,0,0,0,133,3
7216,3302700,MARICÁ,2020,7,202007,GRANDE NITERÓI,5,0,0,5,2,7,11,41,10,1,15,18,5,1,24,5,0,1,1,0,0,0,0,0,8,39,10,6,2,4,1,59,82,0,0,0,69,8,5,4,0,5,20,0,6,1,56,4,1,0,0,0,542,3
7217,3302809,MENDES,2020,7,202007,INTERIOR,1,0,0,1,0,1,0,12,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,19,8,7,1,0,0,4,0,3,0,17,1,0,0,0,0,96,3
7218,3302858,MESQUITA,2020,7,202007,BAIXADA FLUMINENSE,3,0,0,3,0,3,7,60,9,1,14,78,33,12,123,18,10,7,0,0,0,0,0,0,13,171,9,7,1,4,0,30,51,0,2,0,50,8,0,8,0,7,20,2,3,0,32,2,0,0,0,0,519,3
7219,3302908,MIGUEL PEREIRA,2020,7,202007,INTERIOR,0,0,0,0,0,0,0,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,7,0,1,0,1,18,14,4,0,0,6,0,2,0,12,0,0,0,0,0,100,3
7220,3303005,MIRACEMA,2020,7,202007,INTERIOR,1,0,0,1,0,1,1,6,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,1,36,20,16,0,0,19,3,3,0,7,1,0,0,0,0,85,3
7221,3303104,NATIVIDADE,2020,7,202007,INTERIOR,0,0,0,0,0,0,1,5,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,5,4,2,0,0,3,0,0,0,3,0,0,0,0,0,36,3
7222,3303203,NILÓPOLIS,2020,7,202007,BAIXADA FLUMINENSE,4,0,0,4,0,4,6,47,0,1,2,63,26,8,97,26,1,5,0,0,0,0,1,0,27,157,7,3,0,4,0,50,64,0,2,0,81,4,0,4,0,4,22,1,6,0,36,7,0,0,0,0,534,3
7223,3303302,NITERÓI,2020,7,202007,GRANDE NITERÓI,4,0,0,4,3,7,11,115,16,4,79,95,21,17,133,40,19,5,2,0,0,0,2,0,38,239,57,16,3,18,6,276,376,0,11,3,204,22,7,15,0,45,80,8,38,0,121,3,0,0,0,0,1690,3
7224,3303401,NOVA FRIBURGO,2020,7,202007,INTERIOR,3,0,0,3,0,3,2,60,3,0,16,3,1,0,4,0,0,1,0,0,0,0,0,0,0,5,1,1,0,3,0,10,15,0,0,0,13,57,11,40,7,3,55,17,16,1,50,2,0,0,0,0,366,3
7225,3303500,NOVA IGUAÇU,2020,7,202007,BAIXADA FLUMINENSE,8,1,2,11,5,16,18,305,29,6,53,233,93,61,387,88,15,14,7,0,0,1,5,2,100,619,76,17,2,21,1,258,375,0,5,0,253,28,19,9,0,25,76,7,45,0,205,10,0,0,0,0,2486,3
7226,3303609,PARACAMBI,2020,7,202007,BAIXADA FLUMINENSE,0,0,0,0,0,0,1,23,1,1,0,2,0,0,2,2,1,0,0,0,0,0,0,0,1,6,1,0,0,2,0,12,15,0,0,0,9,8,1,5,2,0,7,1,1,0,16,0,1,0,0,0,99,3
7227,3303708,PARAÍBA DO SUL,2020,7,202007,INTERIOR,0,0,1,1,0,1,0,8,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,1,1,0,0,0,3,26,12,9,5,0,8,0,13,1,5,0,0,0,0,0,89,3
7228,3303807,PARATY,2020,7,202007,INTERIOR,0,0,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,13,0,0,0,4,7,2,5,0,1,7,1,1,0,21,0,2,0,0,0,97,3
7229,3303856,PATY DO ALFERES,2020,7,202007,INTERIOR,1,0,0,1,0,1,5,12,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,5,0,0,0,7,6,5,1,0,1,10,0,0,0,11,0,0,0,0,0,63,3
7230,3303906,PETRÓPOLIS,2020,7,202007,INTERIOR,0,0,0,0,0,0,5,98,9,3,37,5,1,0,6,2,5,5,0,0,0,0,0,0,4,22,3,8,2,12,0,75,100,0,5,0,122,91,22,54,17,12,84,6,40,0,109,5,1,0,0,0,854,3
7231,3303955,PINHEIRAL,2020,7,202007,INTERIOR,0,0,0,0,0,0,0,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,7,4,3,0,1,5,0,2,0,9,1,0,0,0,0,69,3
7232,3304003,PIRAÍ,2020,7,202007,INTERIOR,1,0,0,1,0,1,1,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,5,8,0,0,0,2,42,37,5,0,0,12,0,1,0,13,0,0,0,0,0,96,3
7233,3304102,PORCIÚNCULA,2020,7,202007,INTERIOR,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,0,0,3,15,11,4,0,0,5,0,2,0,10,0,0,0,0,0,61,3
7234,3304110,PORTO REAL,2020,7,202007,INTERIOR,2,0,0,2,0,2,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,3,4,1,3,0,0,3,2,0,0,4,0,0,0,0,0,40,3
7235,3304128,QUATIS,2020,7,202007,INTERIOR,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,0,0,2,0,0,0,6,0,0,0,0,0,12,3
7236,3304144,QUEIMADOS,2020,7,202007,BAIXADA FLUMINENSE,3,0,0,3,0,3,1,45,2,0,15,17,14,7,38,6,1,0,0,0,0,0,0,0,6,51,2,1,0,5,0,25,33,0,1,0,54,6,2,4,0,4,12,0,10,0,29,7,0,0,0,0,325,3
7237,3304151,QUISSAMÃ,2020,7,202007,INTERIOR,0,0,0,0,0,0,2,4,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,2,3,0,0,0,4,7,3,4,0,2,3,2,1,1,2,0,0,0,0,0,46,3
7238,3304201,RESENDE,2020,7,202007,INTERIOR,4,0,0,4,0,4,9,39,3,1,6,1,1,0,2,0,0,0,1,0,0,0,0,0,2,5,1,1,1,2,0,35,40,0,0,0,39,26,5,20,1,3,27,2,9,0,31,1,0,0,0,0,387,3
7239,3304300,RIO BONITO,2020,7,202007,INTERIOR,0,0,0,0,0,0,3,15,1,0,7,2,0,0,2,1,1,1,0,0,0,0,0,0,2,7,6,2,0,0,0,15,23,0,0,0,4,6,3,3,0,4,7,3,10,0,13,0,0,0,0,0,132,3
7240,3304409,RIO CLARO,2020,7,202007,INTERIOR,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,5,0,0,0,1,2,2,0,0,1,2,0,0,0,4,0,1,0,0,0,37,3
7241,3304508,RIO DAS FLORES,2020,7,202007,INTERIOR,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,0,1,0,1,0,10,0,0,0,0,0,27,3
7242,3304524,RIO DAS OSTRAS,2020,7,202007,INTERIOR,4,0,0,4,0,4,6,41,2,4,14,18,16,0,34,5,3,2,0,0,0,0,1,0,24,69,5,3,0,1,1,71,81,0,3,0,73,17,2,15,1,4,24,3,4,1,55,3,0,0,0,0,547,3
7243,3304557,RIO DE JANEIRO,2020,7,202007,CAPITAL,69,2,1,72,21,93,76,1377,105,65,655,1967,749,479,3195,868,205,115,31,0,6,12,40,9,686,5167,500,398,219,432,78,3294,4921,0,65,9,3502,361,180,143,42,702,984,114,655,1,1288,98,5,1,1,0,24560,3
7244,3304607,SANTA MARIA MADALENA,2020,7,202007,INTERIOR,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,22,3
7245,3304706,SANTO ANTÔNIO DE PÁDUA,2020,7,202007,INTERIOR,0,0,0,0,0,0,0,8,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,5,8,0,0,0,10,25,10,15,1,2,22,16,6,0,19,0,0,0,0,0,120,3
7246,3304755,SÃO FRANCISCO DE ITABAPOANA,2020,7,202007,INTERIOR,1,0,0,1,0,1,3,7,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,5,0,0,0,5,17,6,10,1,1,17,1,5,0,14,0,0,0,0,0,87,3
7247,3304805,SÃO FIDÉLIS,2020,7,202007,INTERIOR,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,13,15,0,0,0,9,30,16,10,4,1,10,4,3,0,12,0,0,0,0,0,99,3
7248,3304904,SÃO GONÇALO,2020,7,202007,GRANDE NITERÓI,26,0,2,28,6,34,13,148,15,11,76,325,73,52,450,164,91,15,4,0,0,2,12,0,111,849,86,21,6,13,1,247,374,0,5,0,164,22,1,21,0,99,76,9,49,1,93,14,0,0,0,0,2263,3
7249,3305000,SÃO JOÃO DA BARRA,2020,7,202007,INTERIOR,0,0,0,0,0,0,0,11,2,0,3,1,1,0,2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,2,1,37,40,0,0,0,10,9,2,5,2,0,20,1,7,0,15,0,0,0,0,0,131,3
7250,3305109,SÃO JOÃO DE MERITI,2020,7,202007,BAIXADA FLUMINENSE,6,0,0,6,0,6,8,122,14,5,35,260,72,107,439,100,32,9,5,0,0,0,3,0,119,707,26,9,2,6,0,139,182,0,4,0,205,10,3,6,1,32,42,14,20,0,95,5,0,0,0,0,1704,3
7251,3305133,SÃO JOSÉ DE UBÁ,2020,7,202007,INTERIOR,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,9,3
7252,3305158,SÃO JOSÉ DO VALE DO RIO PRETO,2020,7,202007,INTERIOR,0,0,0,0,1,1,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,6,0,0,0,5,6,3,1,2,2,0,0,1,0,9,0,0,0,0,0,53,3
7253,3305208,SÃO PEDRO DA ALDEIA,2020,7,202007,INTERIOR,5,0,0,5,0,5,4,26,1,4,9,5,3,1,9,3,1,0,0,0,0,0,0,0,2,15,1,1,0,1,0,26,29,0,1,0,25,15,4,10,2,4,12,7,9,0,15,1,0,0,0,0,179,3
7254,3305307,SÃO SEBASTIÃO DO ALTO,2020,7,202007,INTERIOR,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,0,0,1,0,0,0,0,2,0,0,0,0,0,14,3
7255,3305406,SAPUCAIA,2020,7,202007,INTERIOR,1,0,0,1,0,1,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,3,0,0,0,2,20,19,1,0,0,6,2,5,0,7,0,0,0,0,0,63,3
7256,3305505,SAQUAREMA,2020,7,202007,INTERIOR,1,0,0,1,0,1,4,31,7,1,14,3,3,1,7,1,1,0,3,0,0,0,0,0,1,13,10,1,0,3,0,35,49,0,2,0,42,15,4,11,0,3,16,0,16,0,32,2,0,0,0,0,302,3
7257,3305554,SEROPÉDICA,2020,7,202007,BAIXADA FLUMINENSE,4,0,1,5,0,5,0,17,7,0,2,7,16,4,27,5,5,0,0,0,0,0,0,0,3,40,8,1,1,3,0,20,33,0,1,0,29,0,0,0,0,1,7,0,2,0,17,3,0,0,0,0,197,3
7258,3305604,SILVA JARDIM,2020,7,202007,INTERIOR,1,0,0,1,0,1,1,13,0,3,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,5,10,0,1,0,4,7,1,5,1,0,4,0,0,0,14,1,0,0,0,0,74,3
7259,3305703,SUMIDOURO,2020,7,202007,INTERIOR,1,0,0,1,0,1,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,3,3,0,0,0,6,0,0,0,5,0,0,0,0,0,34,3
7260,3305752,TANGUÁ,2020,7,202007,INTERIOR,0,0,0,0,0,0,0,5,1,2,8,1,1,0,2,0,0,1,1,0,0,0,0,0,3,7,0,0,0,0,1,6,7,0,0,0,0,2,0,1,1,0,1,1,5,0,4,1,0,0,0,0,57,3
7261,3305802,TERESÓPOLIS,2020,7,202007,INTERIOR,5,0,0,5,0,5,3,71,5,1,24,3,1,0,4,0,0,3,0,0,0,0,0,0,1,8,4,1,0,2,0,38,45,0,1,0,22,45,17,25,7,11,56,6,7,1,74,2,0,0,0,0,494,3
